time,kf_x0,kf_x1,kf_x2,kf_x3,qei_alpha_estimate,qei_omega,qei_omega_filtered,qei_theta,motor_voltage
0,0,0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0
0.008,6.04715803357673e-09,4.73241476962964e-05,0.0027854119737943,3.5489807241144e-08,0.0749958207209905,0,0.00018395446628953,0,0.0252674892544746
0.009,1.20943160671535e-08,9.46482953925928e-05,0.00557082394758861,7.0979614482288e-08,0.149991641441981,0,0.000367908932579061,0,0.0505349785089493
0.01,1.81414741007302e-08,0.000141972443088889,0.00835623592138291,1.06469421723432e-07,0.224987462162972,0,0.000551863398868591,0,0.0758024677634239
0.011,2.41886321343069e-08,0.000189296590785185,0.0111416478951772,1.41959228964576e-07,0.299983282883962,0,0.000735817865158121,0,0.101069957017899
0.012,3.02357901678837e-08,0.000236620738481482,0.0139270598689715,1.7744903620572e-07,0.374979103604953,0,0.000919772331447651,0,0.126337446272373
0.013,3.62829482014607e-08,0.000283944886177779,0.0167124718427658,2.12938843446882e-07,0.449974924325943,0,0.00110372679773718,0,0.151604935526848
0.014,2.30388258160019e-07,0.000734927458688617,0.0183003813028336,1.09256599785113e-05,0.488016057014465,0,0.00161981941200793,0,0.166885367035866
0.015,4.24493568118578e-07,0.00118591003119946,0.0198882907629013,2.16383811135756e-05,0.526057189702988,0,0.00213591202627867,0,0.182165798544884
0.016,6.18598878077137e-07,0.00163689260371029,0.0214762002229691,3.235110224864e-05,0.56409832239151,0,0.00265200464054942,0,0.197446230053902
0.017,8.12704188035696e-07,0.00208787517622113,0.0230641096830368,4.30638233837044e-05,0.602139455080033,0,0.00316809725482017,0,0.21272666156292
0.018,1.00680949799426e-06,0.00253885774873197,0.0246520191431046,5.37765445187689e-05,0.640180587768555,0,0.00368418986909092,0,0.228007093071938
0.019,1.33375297082239e-06,0.0032599781639874,0.0259029783308506,9.77903080638498e-05,0.666353166103363,0,0.00441573308780789,0,0.240800964832306
0.02,1.66069644365052e-06,0.00398109857924283,0.0271539375185966,0.000141804071608931,0.692525744438171,0,0.00514727630652487,0,0.253594836592674
0.021,1.98763991647866e-06,0.00470221899449825,0.0284048967063427,0.000185817835154012,0.71869832277298,0,0.00587881952524185,0,0.266388708353043
0.022,2.31458338930679e-06,0.00542333940975368,0.0296558558940887,0.000229831598699093,0.744870901107788,0,0.00661036274395883,0,0.279182580113411
0.023,2.64152686213492e-06,0.00614445982500911,0.0309068150818348,0.000273845362244174,0.771043479442596,0,0.00734190596267581,0,0.291976451873779
0.024,2.94509609375382e-06,0.00680537112057209,0.0321775130927563,0.000338349619414657,0.797740757465363,0,0.00804030653089285,0,0.304824447631836
0.025,3.24866532537271e-06,0.00746628241613507,0.0334482111036778,0.000402853876585141,0.824438035488129,0,0.00873870709910989,0,0.317672443389893
0.026,3.55223455699161e-06,0.00812719371169806,0.0347189091145992,0.000467358133755624,0.851135313510895,0,0.00943710766732693,0,0.330520439147949
0.027,3.8558037886105e-06,0.00878810500726104,0.0359896071255207,0.000531862390926108,0.877832591533661,0,0.010135508235544,0,0.343368434906006
0.028,4.1593730202294e-06,0.00944901630282402,0.0372603051364422,0.000596366648096591,0.904529869556427,0,0.010833908803761,0,0.356216430664062
0.029,4.59523937479389e-06,0.0103995345998555,0.0388276362791657,0.000715324844350107,0.934661462903023,0,0.0118738792371005,0,0.372343361377716
0.03,5.03110572935839e-06,0.0113500528968871,0.0403949674218893,0.000834283040603623,0.964793056249619,0,0.01291384967044,0,0.38847029209137
0.031,5.46697208392288e-06,0.0123005711939186,0.0419622985646129,0.000953241236857138,0.994924649596214,0,0.0139538201037794,0,0.404597222805023
0.032,5.90283843848738e-06,0.0132510894909501,0.0435296297073364,0.00107219943311065,1.02505624294281,0,0.0149937905371189,0,0.420724153518677
0.033,7.03991499904078e-06,0.0142076764255762,0.0444572955369949,0.00122271168511361,1.0390296459198,0,0.0159254666417837,0,0.431083565950394
0.034,8.17699155959418e-06,0.0151642633602023,0.0453849613666534,0.00137322393711656,1.05300304889679,0,0.0168571427464485,0,0.441442978382111
0.035,9.31406812014757e-06,0.0161208502948284,0.046312627196312,0.00152373618911952,1.06697645187378,0,0.0177888188511133,0,0.451802390813828
0.036,1.0451144680701e-05,0.0170774372294545,0.0472402930259705,0.00167424844112247,1.08094985485077,0,0.0187204949557781,0,0.462161803245544
0.037,1.15882212412544e-05,0.0180340241640806,0.048167958855629,0.00182476069312543,1.09492325782776,0,0.0196521710604429,0,0.472521215677261
0.038,1.12854519102257e-05,0.0188806902617216,0.0494125738739967,0.00198861542157829,1.11784682273865,0,0.0205285590142012,0,0.485517692565918
0.039,1.0982682579197e-05,0.0197273563593626,0.0506571888923645,0.00215247015003115,1.14077038764954,0,0.0214049469679594,0,0.498514169454575
