time,kf_x0,kf_x1,kf_x2,kf_x3,qei_alpha_estimate,qei_omega,qei_omega_filtered,qei_theta,motor_voltage
0,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.001,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.002,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.003,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.004,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.005,-0.0926524326205254,-1.72516447491944e-05,3.93070467907819e-06,2.80831609416055e-05,5.27732924027191e-09,0,-1.72516447491944e-05,-0.0926524326205254,0
0.006,-0.0926524326205254,1.98955073886152e-05,0.00219150677483932,2.81464950343694e-05,0.0588988366402333,0,0.000126982224173844,-0.0926524326205254,0.019844263792038
0.007,-0.0926524326205254,5.70426595264247e-05,0.00437908284499956,2.82098291271333e-05,0.117797668003137,0,0.000271216093096882,-0.0926524326205254,0.0396885275840759
0.008,-0.0926524326205254,9.41898116642343e-05,0.00656665891515981,2.82731632198972e-05,0.176696499366041,0,0.00041544996201992,-0.0926524326205254,0.0595327913761139
0.009,-0.0926524326205254,0.000131336963802044,0.00875423498532005,2.83364973126611e-05,0.235595330728945,0,0.000559683830942959,-0.0926524326205254,0.0793770551681519
0.01,-0.0926524326205254,0.000168484115939853,0.0109418110554803,2.8399831405425e-05,0.294494162091849,0,0.000703917699865997,-0.0926524326205254,0.0992213189601898
0.011,-0.0926524326205254,0.000205631268077663,0.0131293871256405,2.8463165498189e-05,0.353392993454753,0,0.000848151568789035,-0.0926524326205254,0.119065582752228
0.012,-0.0926524326205254,0.000242778420215473,0.0153169631958008,2.85264995909529e-05,0.412291824817657,0,0.000992385437712073,-0.0926524326205254,0.138909846544266
