time,qei_omega,qei_omega_filtered,reference_velocity,reference_position
4.006,0,-0.00343595305457711,0,1.19209289550781e-07
4.007,0,-0.0034359535202384,0,1.19209289550781e-07
4.008,0,-0.00343595390828947,0,1.19209289550781e-07
4.009,0,-0.00343595429634054,0,1.19209289550781e-07
4.01,0,-0.00343595468439162,0,1.19209289550781e-07
4.011,0,-0.00343595507244269,0,1.19209289550781e-07
4.012,0,-0.00343595546049376,0,1.19209289550781e-07
4.013,0,-0.00343595584854484,0,1.19209289550781e-07
4.014,0,-0.00343595613958314,0,1.19209289550781e-07
4.015,0,-0.00343595643062145,0,1.19209289550781e-07
4.016,0,-0.00343595672165975,0,1.19209289550781e-07
4.017,0,-0.00343595701269805,0,1.19209289550781e-07
4.018,0,-0.00343595740074913,0,1.19209289550781e-07
4.019,0,-0.0034359577888002,0,1.19209289550781e-07
4.02,0,-0.00343595817685127,0,1.19209289550781e-07
4.021,0,-0.00343595840968192,0,1.19209289550781e-07
4.022,0,-0.00343595864251256,0,1.19209289550781e-07
4.023,0,-0.0034359588753432,0,1.19209289550781e-07
4.024,0,-0.00343595926339428,0,1.19209289550781e-07
4.025,0,-0.00343595965144535,0,1.19209289550781e-07
4.026,0,-0.00343596003949642,0,1.19209289550781e-07
4.027,0,-0.00343596050515771,0,1.19209289550781e-07
4.028,0,-0.003435960970819,0,1.19209289550781e-07
4.029,0,-0.00343596143648028,0,1.19209289550781e-07
4.03,0,-0.00343596190214157,0,1.19209289550781e-07
4.031,0,-0.00343596236780286,0,1.19209289550781e-07
4.032,0,-0.00343596283346415,0,1.19209289550781e-07
4.033,0,-0.00343596312450245,0,1.19209289550781e-07
4.034,0,-0.00343596341554075,0,1.19209289550781e-07
4.035,0,-0.00343596370657906,0,1.19209289550781e-07
4.036,0,-0.00343596399761736,0,1.19209289550781e-07
4.037,0,-0.00343596434686333,0,1.19209289550781e-07
4.038,0,-0.00343596469610929,0,1.19209289550781e-07
4.039,0,-0.00343596504535526,0,1.19209289550781e-07
4.04,0,-0.00343596539460123,0,1.19209289550781e-07
4.041,0,-0.0034359657826523,0,1.19209289550781e-07
4.042,0,-0.00343596617070337,0,1.19209289550781e-07
4.043,0,-0.00343596655875444,0,1.19209289550781e-07
4.044,0,-0.00343596684979275,0,1.19209289550781e-07
4.045,0,-0.00343596714083105,0,1.19209289550781e-07
4.046,0,-0.00343596743186936,0,1.19209289550781e-07
4.047,0,-0.00343596772290766,0,1.19209289550781e-07
4.048,0,-0.00343596811095874,0,1.19209289550781e-07
4.049,0,-0.00343596849900981,0,1.19209289550781e-07
4.05,0,-0.00343596888706088,0,1.19209289550781e-07
4.051,0,-0.00343596923630685,0,1.19209289550781e-07
4.052,0,-0.00343596958555281,0,1.19209289550781e-07
4.053,0,-0.00343596993479878,0,1.19209289550781e-07
4.054,0,-0.00343597028404474,0,1.19209289550781e-07
4.055,0,-0.0034359705944856,0,1.19209289550781e-07
4.056,0,-0.00343597090492646,0,1.19209289550781e-07
4.057,0,-0.00343597121536732,0,1.19209289550781e-07
4.058,0,-0.00343597160341839,0,1.19209289550781e-07
4.059,0,-0.00343597199146946,0,1.19209289550781e-07
4.06,0,-0.00343597237952054,0,1.19209289550781e-07
4.061,0,-0.00343597278697416,0,1.19209289550781e-07
4.062,0,-0.00343597319442779,0,1.19209289550781e-07
4.063,0,-0.00343597360188141,0,1.19209289550781e-07
4.064,0,-0.00343597400933504,0,1.19209289550781e-07
4.065,0,-0.00343597418395802,0,1.19209289550781e-07
4.066,0,-0.00343597435858101,0,1.19209289550781e-07
4.067,0,-0.00343597453320399,0,1.19209289550781e-07
4.068,0,-0.00343597470782697,0,1.19209289550781e-07
4.069,0,-0.00343597517348826,0,1.19209289550781e-07
4.07,0,-0.00343597563914955,0,1.19209289550781e-07
4.071,0,-0.00343597610481083,0,1.19209289550781e-07
4.072,0,-0.0034359764540568,0,1.19209289550781e-07
4.073,0,-0.00343597680330276,0,1.19209289550781e-07
4.074,0,-0.00343597715254873,0,1.19209289550781e-07
4.075,0,-0.0034359775017947,0,1.19209289550781e-07
4.076,0,-0.00343597790924832,0,1.19209289550781e-07
4.077,0,-0.00343597831670195,0,1.19209289550781e-07
4.078,0,-0.00343597872415558,0,1.19209289550781e-07
4.079,0,-0.0034359791316092,0,1.19209289550781e-07
4.08,0,-0.00343597959727049,0,1.19209289550781e-07
4.081,0,-0.00343598006293178,0,1.19209289550781e-07
4.082,0,-0.00343598052859306,0,1.19209289550781e-07
4.083,0,-0.00343598099425435,0,1.19209289550781e-07
4.084,0,-0.00343598127365112,0,1.19209289550781e-07
4.085,0,-0.0034359815530479,0,1.19209289550781e-07
4.086,0,-0.00343598183244467,0,1.19209289550781e-07
4.087,0,-0.00343598211184144,0,1.19209289550781e-07
4.088,0,-0.00343598239123821,0,1.19209289550781e-07
4.089,0,-0.00343598268227652,0,1.19209289550781e-07
4.09,0,-0.00343598297331482,0,1.19209289550781e-07
4.091,0,-0.00343598326435313,0,1.19209289550781e-07
4.092,0,-0.00343598355539143,0,1.19209289550781e-07
4.093,0,-0.00343598397448659,0,1.19209289550781e-07
4.094,0,-0.00343598439358175,0,1.19209289550781e-07
4.095,0,-0.00343598481267691,0,1.19209289550781e-07
4.096,0,-0.00343598523177206,0,1.19209289550781e-07
4.097,0,-0.00343598565086722,0,1.19209289550781e-07
4.098,0,-0.003435985930264,0,1.19209289550781e-07
4.099,0,-0.00343598620966077,0,1.19209289550781e-07
4.1,0,-0.00343598648905754,0,1.19209289550781e-07
4.101,0,-0.00343598676845431,0,1.19209289550781e-07
4.102,0,-0.00343598704785109,0,1.19209289550781e-07
4.103,0,-0.00343598745530471,0,1.19209289550781e-07
4.104,0,-0.00343598786275834,0,1.19209289550781e-07
4.105,0,-0.00343598827021196,0,1.19209289550781e-07
4.106,0,-0.00343598867766559,0,1.19209289550781e-07
4.107,0,-0.0034359889687039,0,1.19209289550781e-07
4.108,0,-0.0034359892597422,0,1.19209289550781e-07
4.109,0,-0.0034359895507805,0,1.19209289550781e-07
4.11,0,-0.00343598984181881,0,1.19209289550781e-07
