time,motor_voltage,qei.omega,qei.theta
1.067,3.116396189,0,0.097867586
1.071,3.126213312,0,0.099401549
1.075,3.136010647,0,0.101242304
1.082,3.145787954,0,0.103389852
1.089,3.167714596,1.533980846,0.106150985
1.097,3.182276249,0,0.108605325
1.104,3.199207306,0,0.111059666
1.11,3.199207306,0,0.113514006
1.118,3.23288393,0,0.116275139
1.124,3.247240305,0,0.118115894
1.128,3.263931036,1.533980846,0.120263442
1.135,3.273440123,0,0.122104198
1.14,3.290031672,0,0.124251746
1.145,3.301843643,0,0.126399323
1.153,3.315974951,0,0.129774123
1.162,3.315974951,0,0.133455724
1.174,3.360412598,1.533980846,0.137137309
1.181,3.376663923,0,0.139898509
1.19,3.397462606,0,0.143886909
1.198,3.418152571,0,0.147261709
1.207,3.436451912,0,0.150636509
1.215,3.454664469,0,0.154011309
1.222,3.475049019,1.533980846,0.157386109
1.23,3.490827084,0,0.160760909
1.237,3.508776426,1.533980846,0.163828909
1.244,3.524409294,0,0.166283309
1.252,3.539973974,0,0.16996491
1.259,3.555470228,1.533980846,0.17303291
1.266,3.573096037,0,0.17610091
1.273,3.588444471,0,0.17886211
1.278,3.603723526,0,0.181009695
1.283,3.61459446,1.533980846,0.184077695
1.289,3.625429869,0,0.186532095
1.294,3.638385057,0,0.188679695
1.3,3.649141312,0,0.191440895
1.306,3.66200161,0,0.194508895
1.312,3.674809694,0,0.19757688
1.319,3.689686537,1.533980846,0.200951681
1.325,3.702381134,0,0.204019681
1.33,3.71291995,0,0.206780881
1.335,3.725517988,0,0.209235281
1.341,3.735976219,0,0.211689681
1.345,3.746397257,1.533980846,0.214144081
1.35,3.75678134,1.533980846,0.216291681
1.355,3.767128468,0,0.219052881
1.361,3.779495955,0,0.221814066
1.367,3.789761066,0,0.224575251
1.372,3.802029848,0,0.227029651
1.377,3.812212467,0,0.229177237
1.381,3.822357655,1.533980846,0.231938437
1.386,3.830446482,0,0.234392837
1.391,3.84052372,0,0.236540437
1.396,3.850562811,0,0.239301637
1.401,3.860564232,0,0.241756037
1.405,3.870527267,0,0.243903637
1.411,3.878470182,1.533980846,0.247278437
1.417,3.890338898,1.533980846,0.250653207
1.423,3.902152061,1.533980846,0.253721058
1.428,3.913909912,1.533980846,0.256175339
1.433,3.923665524,1.533980846,0.25924319
1.438,3.933382511,0,0.261697471
1.442,3.943060637,0,0.263844967
1.446,3.950775146,1.533980846,0.266606033
1.45,3.960383177,0,0.268753529
1.455,3.96804142,0,0.271207809
1.46,3.975674629,0,0.273355305
1.464,3.985180616,0,0.276116371
1.47,3.99275732,1.533980846,0.279184222
1.475,4.00407505,0,0.281945288
1.48,4.01346302,0,0.284706354
1.486,4.022811413,0,0.287774205
1.491,4.032119751,0,0.291148841
1.496,4.043237686,1.533980846,0.293603122
1.502,4.052458286,0,0.296670973
1.508,4.06347084,0,0.300352395
1.513,4.07442522,1.533980846,0.304033816
1.521,4.083509922,0,0.308022022
1.528,4.097961426,0,0.311703473
1.533,4.110521317,1.533980846,0.313850969
1.537,4.11944437,0,0.315998465
1.542,4.128326416,1.533980846,0.319066316
1.546,4.135402679,1.533980846,0.321213812
1.55,4.144211769,0,0.323668092
1.555,4.151229382,0,0.326122373
1.559,4.158220768,0,0.328576654
1.563,4.165185452,0,0.33133772
1.569,4.172124386,0,0.335019141
1.575,4.182483196,0,0.338700563
1.581,4.192782402,0,0.342381984
1.587,4.203022003,1.533980846,0.346063405
1.593,4.213202,0,0.349131256
1.598,4.223321915,0,0.351892322
1.603,4.23170948,0,0.356187344
1.609,4.241719723,1.533980846,0.359255195
1.614,4.250015259,0,0.362323046
1.62,4.258268833,1.533980846,0.366311252
1.627,4.268117905,0,0.370606244
1.633,4.279531479,1.533980846,0.374901235
1.643,4.290862083,0,0.381036937
1.654,4.30690527,0,0.38778621
1.664,4.322778225,0,0.393308371
1.673,4.338480473,0,0.399444073
1.683,4.35246563,0,0.405579805
1.692,4.367842197,0,0.410795152
1.699,4.380019188,1.533980846,0.415703714
1.706,4.392085075,0,0.419998705
1.713,4.402552128,1.533980846,0.425214052
1.722,4.412933826,0,0.430736214
1.731,4.426156521,0,0.435644776
1.738,4.439237595,1.533980846,0.439939767
1.742,4.449313641,1.533980846,0.442700863
1.747,4.455032825,0,0.445461929
1.751,4.462141991,1.533980846,0.448836565
1.756,4.467797756,1.533980846,0.451597631
1.76,4.474827766,0,0.454665482
1.765,4.481813431,0,0.457733333
1.77,4.487370014,0,0.460801184
1.775,4.494276047,0,0.464789391
1.781,4.50113821,0,0.469084382
1.788,4.510669708,1.533980846,0.473992944
1.795,4.520114422,1.533980846,0.478287935
1.801,4.528140068,0,0.482582927
1.808,4.536101341,0,0.486877918
1.815,4.546616554,0,0.49055934
1.821,4.554427147,1.533980846,0.494547546
1.826,4.562173367,0,0.498228967
1.833,4.56857872,1.533980846,0.502523959
1.838,4.577470779,1.533980846,0.505898595
1.843,4.583767891,1.533980846,0.509273231
1.848,4.590019703,1.533980846,0.512647867
1.852,4.596226692,1.533980846,0.515715718
1.857,4.602387905,0,0.519090354
1.862,4.607284069,0,0.52185142
1.867,4.613363743,1.533980846,0.525532842
1.872,4.61939764,1.533980846,0.529827833
1.878,4.625386238,1.533980846,0.534122825
1.885,4.632511616,0,0.539031386
1.891,4.640741825,1.533980846,0.543019593
1.896,4.647725105,1.533980846,0.547007799
1.902,4.653493881,1.533980846,0.552223146
1.908,4.660355568,1.533980846,0.555904567
1.913,4.667150974,0,0.559279203
1.918,4.672763348,0,0.562960625
1.923,4.678329468,0,0.566335261
1.927,4.683849812,1.533980846,0.569403112
1.932,4.688232422,0,0.573391318
1.938,4.694751263,0,0.57707274
1.942,4.70013237,1.533980846,0.580140591
1.946,4.704403877,1.533980846,0.583208442
1.951,4.708645821,0,0.586276293
1.955,4.713906288,1.533980846,0.589344144
1.959,4.719120026,0,0.59210521
1.964,4.723257542,0,0.595173061
1.968,4.727365494,0,0.598547697
1.973,4.732458115,1.533980846,0.602229118
1.979,4.736498833,1.533980846,0.607444465
1.987,4.742503643,1.533980846,0.612353027
1.994,4.750405312,0,0.617568374
2,4.757220268,1.533980846,0.62278372
2.008,4.763943672,1.533980846,0.628919423
2.016,4.770575047,0,0.633214414
2.022,4.778040409,1.533980846,0.637202621
2.027,4.782645226,0,0.640884042
2.032,4.788108349,0,0.644872248
2.039,4.792608738,1.533980846,0.649474025
2.044,4.798830509,1.533980846,0.653462231
2.049,4.803217411,1.533980846,0.656530082
2.053,4.807557106,0,0.659291148
2.057,4.811849594,1.533980846,0.662358999
2.061,4.814402103,1.533980846,0.66542685
2.065,4.817779064,0,0.668187916
2.069,4.821957111,0,0.671562552
2.073,4.824441433,1.533980846,0.675243974
2.079,4.828543186,0,0.67923218
2.084,4.832597733,1.533980846,0.684140742
2.092,4.836604595,0,0.689969659
2.1,4.843696117,0,0.694571435
2.105,4.849104881,1.533980846,0.698866427
2.11,4.852910995,0,0.703161418
2.117,4.856668949,1.533980846,0.707763195
2.122,4.861115456,1.533980846,0.712058187
2.127,4.865492344,1.533980846,0.717273533
2.136,4.869087696,0,0.724636376
2.145,4.876132965,0,0.731078863
2.152,4.882309437,1.533980846,0.73690778
2.16,4.887005806,0,0.742736697
2.167,4.890955448,0,0.748565614
2.176,4.896113873,1.533980846,0.755621672
2.183,4.901148796,1.533980846,0.762064159
2.192,4.906059742,1.533980846,0.769427001
2.201,4.911436081,1.533980846,0.775869489
2.209,4.916656017,0,0.781698406
2.216,4.921163559,0,0.787220538
2.223,4.925005436,1.533980846,0.792129099
2.23,4.928752422,1.533980846,0.797344446
2.237,4.931888103,1.533980846,0.803173363
2.244,4.935457706,0,0.808081925
2.249,4.9394207,1.533980846,0.812070131
2.254,4.941833973,1.533980846,0.816365123
2.26,4.944198608,1.533980846,0.820353329
2.265,4.946971893,0,0.824341536
2.27,4.94922924,0,0.828329742
2.275,4.951437473,1.533980846,0.832317948
2.279,4.953597069,0,0.835692585
2.284,4.955289364,1.533980846,0.839680791
2.289,4.957360744,0,0.843668997
2.295,4.959383488,0,0.848884344
2.302,4.962132931,0,0.854713261
2.308,4.964786053,0,0.859315038
2.314,4.966622829,1.533980846,0.863916814
2.32,4.968761921,0,0.868518591
2.326,4.970829964,0,0.873120368
2.331,4.972827911,0,0.877722144
2.337,4.974438667,0,0.882017136
2.343,4.976306915,0,0.886005342
2.348,4.977809906,0,0.890300333
2.353,4.979263306,0,0.894595325
2.359,4.981215954,1.533980846,0.898890316
2.363,4.982552052,1.533980846,0.902878523
2.368,4.983584881,1.533980846,0.907173514
2.374,4.984832287,1.533980846,0.910854936
2.378,4.986030102,0,0.914536357
2.383,4.987178802,0,0.919138134
2.389,4.988278389,0,0.92435348
2.396,4.989532948,0,0.930489182
2.404,4.990906715,0,0.936011314
2.41,4.992359161,1.533980846,0.941533446
2.417,4.993525982,0,0.947055578
2.424,4.994596481,0,0.952884495
2.431,4.995437145,1.533980846,0.957486272
2.436,4.996327877,1.533980846,0.961474478
2.441,4.996905327,1.533980846,0.9651559
2.445,4.997433186,1.533980846,0.968837321
2.45,4.997819901,0,0.971905172
2.454,4.998175144,1.533980846,0.976200163
2.46,4.998574734,0,0.981108725
2.466,4.999051571,0,0.985710502
2.471,4.999332905,1.533980846,0.990005493
2.477,4.999564648,1.533980846,0.994914055
2.484,4.999777794,1.533980846,1.000743151
2.491,4.999919891,1.533980846,1.006266117
2.496,4.999999046,0,1.010868788
2.502,4.999984264,1.533980846,1.016085148
2.508,4.999880791,0,1.020380974
2.514,4.999747276,1.533980846,1.025904179
2.521,4.999522209,0,1.029893041
2.526,4.999169827,0,1.034188747
2.531,4.998858929,1.533980846,1.038177609
2.535,4.998498917,1.533980846,1.041859746
2.54,4.998089314,0,1.045235038
2.544,4.99772644,1.533980846,1.0492239
2.549,4.997331619,1.533980846,1.052599192
2.553,4.996793747,0,1.055974364
2.557,4.996327877,1.533980846,1.059349656
2.561,4.995830536,0,1.062724948
2.567,4.995301723,1.533980846,1.067941308
2.573,4.994449139,0,1.072237134
2.578,4.993684769,1.533980846,1.076839805
2.584,4.992702007,0,1.082056046
2.59,4.991466045,3.067961693,1.087272286
2.596,4.990524292,1.533980846,1.091261268
2.6,4.989328861,0,1.094943404
2.606,4.988278389,1.533980846,1.100466609
2.612,4.987178802,0,1.104762435
2.619,4.985794544,1.533980846,1.110899329
2.626,4.984089851,0,1.115808845
2.632,4.982288837,1.533980846,1.121638894
2.641,4.980668068,0,1.130537391
2.65,4.977809906,0,1.136060596
2.656,4.975381851,1.533980846,1.140663147
2.662,4.973478317,1.533980846,1.145572662
2.669,4.971503735,1.533980846,1.151709557
2.678,4.969111443,0,1.158766747
2.686,4.965893745,1.533980846,1.164903641
2.694,4.962900639,1.533980846,1.172267914
2.704,4.960178852,0,1.178711653
2.712,4.956123829,1.533980846,1.185155272
2.719,4.952307224,0,1.190678477
2.727,4.94922924,0,1.19804275
2.735,4.945593834,1.533980846,1.204179645
2.742,4.941833973,0,1.209395885
2.749,4.938441753,0,1.214612246
2.756,4.93495369,0,1.219828606
2.76,4.931888103,1.533980846,1.223510742
2.765,4.929279804,1.533980846,1.227192879
2.769,4.926622868,1.533980846,1.230568171
2.774,4.923917294,0,1.234557152
2.78,4.921718121,0,1.239466667
2.787,4.91836071,1.533980846,1.245910406
2.793,4.914355278,1.533980846,1.250513077
2.8,4.91084671,0,1.255729437
2.806,4.906664848,1.533980846,1.260638952
2.812,4.903004646,1.533980846,1.265855312
2.818,4.899275303,0,1.270151138
2.823,4.895475864,1.533980846,1.274446964
2.83,4.892256737,0,1.27997005
2.836,4.88766861,0,1.28518641
2.842,4.883660793,0,1.289788961
2.847,4.879583836,0,1.293777943
2.852,4.876132965,1.533980846,1.297460079
2.857,4.871928692,1.533980846,1.30144906
2.862,4.869800568,1.533980846,1.304824352
2.867,4.865492344,1.533980846,1.309120178
2.871,4.861849785,1.533980846,1.312802315
2.876,4.858158588,1.533980846,1.317098141
