time,QEIdata.omega,QEIdata.theta,Voltage
0.063,4.601942539,0.233778194,24
0.064,3.067961693,0.239607289,24
0.065,4.601942539,0.244209215,24
0.066,3.067961693,0.248197541,24
0.067,3.067961693,0.252492696,24
0.068,4.601942539,0.256787837,24
0.069,3.067961693,0.260776192,24
0.07,4.601942539,0.265991718,24
0.072,3.067961693,0.269980073,24
0.072,4.601942539,0.274275213,24
0.073,4.601942539,0.278570354,24
0.075,6.135923386,0.282865494,24
0.076,4.601942539,0.28685385,24
0.077,4.601942539,0.29114899,24
0.078,4.601942539,0.296057731,24
0.079,4.601942539,0.299432486,24
0.08,4.601942539,0.304648012,24
0.081,4.601942539,0.308022767,24
0.082,4.601942539,0.312011123,24
0.083,3.067961693,0.316306263,24
0.084,4.601942539,0.321828574,24
0.085,4.601942539,0.326123714,24
0.086,4.601942539,0.330418855,24
0.087,6.135923386,0.335020781,24
0.088,3.067961693,0.339315921,24
0.089,4.601942539,0.344531447,24
0.09,6.135923386,0.349440157,24
0.091,6.135923386,0.355269253,24
0.092,4.601942539,0.359564394,24
0.093,6.135923386,0.364473104,24
0.094,4.601942539,0.36907503,24
0.095,4.601942539,0.373676956,24
0.096,4.601942539,0.377358496,24
0.097,4.601942539,0.382267207,24
0.098,4.601942539,0.387789518,24
0.099,6.135923386,0.393005013,24
0.1,4.601942539,0.397606939,24
0.101,4.601942539,0.40251565,24
0.102,6.135923386,0.407424361,24
0.103,4.601942539,0.412333071,24
0.104,4.601942539,0.417241782,24
0.105,4.601942539,0.422150493,24
0.106,4.601942539,0.427059203,24
0.107,4.601942539,0.431967914,24
0.108,4.601942539,0.43595624,24
0.109,6.135923386,0.441171736,24
0.11,4.601942539,0.445773661,24
0.111,6.135923386,0.450989157,24
0.112,6.135923386,0.455897868,24
0.113,4.601942539,0.461726964,24
0.114,4.601942539,0.466635674,24
0.115,6.135923386,0.471544385,24
0.116,4.601942539,0.476146311,24
0.117,4.601942539,0.480748236,24
0.118,4.601942539,0.486577332,24
0.119,4.601942539,0.491486043,24
0.12,4.601942539,0.496087968,24
0.121,4.601942539,0.500996709,24
0.122,4.601942539,0.505598783,24
0.123,4.601942539,0.510507643,24
0.124,4.601942539,0.515109718,24
0.125,4.601942539,0.519711733,24
0.126,4.601942539,0.525540948,24
0.127,4.601942539,0.531983852,24
0.129,4.601942539,0.536585927,24
0.13,4.601942539,0.542108417,24
0.131,4.601942539,0.545790076,24
0.132,4.601942539,0.551312566,24
0.133,4.601942539,0.556528211,24
0.134,4.601942539,0.561130285,24
0.135,4.601942539,0.56573236,24
0.136,3.067961693,0.569107115,24
0.137,4.601942539,0.574629605,24
0.138,4.601942539,0.580152094,24
0.14,4.601942539,0.585367739,24
0.141,4.601942539,0.589969754,24
0.142,4.601942539,0.594878614,24
0.143,4.601942539,0.598253429,24
0.144,4.601942539,0.602855444,24
0.145,3.067961693,0.607150674,24
0.145,4.601942539,0.611139119,24
0.147,4.601942539,0.616661608,24
0.148,4.601942539,0.622184098,24
0.149,4.601942539,0.626786113,24
0.15,4.601942539,0.631388187,24
0.151,4.601942539,0.635990262,24
0.152,4.601942539,0.639671922,24
0.153,4.601942539,0.644273996,24
0.154,4.601942539,0.650716901,24
0.155,4.601942539,0.655318975,24
0.156,6.135923386,0.660227776,24
0.157,4.601942539,0.664829791,24
0.158,4.601942539,0.66851145,24
0.159,4.601942539,0.67342031,24
0.16,4.601942539,0.6789428,24
0.161,4.601942539,0.684465289,24
0.162,6.135923386,0.689374149,24
0.163,4.601942539,0.694896638,24
0.164,4.601942539,0.699805498,24
0.165,4.601942539,0.704407573,24
0.166,6.135923386,0.709316432,24
0.167,4.601942539,0.714838862,24
0.169,4.601942539,0.719440937,24
0.17,4.601942539,0.724043012,24
0.171,4.601942539,0.728951871,24
0.172,4.601942539,0.733553946,24
0.172,4.601942539,0.737542391,24
0.173,4.601942539,0.74306488,24
0.175,4.601942539,0.748894155,24
0.176,4.601942539,0.75472343,24
0.177,4.601942539,0.759325504,24
0.178,6.135923386,0.764234364,24
0.179,4.601942539,0.768836379,24
0.18,4.601942539,0.773438454,24
0.181,4.601942539,0.780188143,24
0.182,6.135923386,0.785097003,24
0.183,4.601942539,0.788778663,24
0.184,4.601942539,0.793380678,24
0.185,4.601942539,0.797982752,24
0.186,4.601942539,0.802891612,24
0.187,6.135923386,0.807493627,24
0.188,6.135923386,0.813322902,24
0.189,4.601942539,0.817924976,24
0.19,6.135923386,0.822833836,24
0.191,4.601942539,0.827435851,24
0.192,6.135923386,0.832037866,24
0.193,4.601942539,0.836946726,24
0.194,6.135923386,0.841855586,24
0.195,3.067961693,0.846150696,24
0.196,4.601942539,0.851059556,24
0.197,4.601942539,0.855968416,24
0.198,4.601942539,0.860570431,24
0.199,4.601942539,0.865172505,24
0.2,4.601942539,0.86977458,24
0.201,4.601942539,0.87468344,24
0.202,4.601942539,0.880205929,24
0.204,4.601942539,0.884808004,24
0.205,4.601942539,0.889410079,24
0.206,4.601942539,0.894318938,24
0.207,4.601942539,0.898920953,24
0.208,3.067961693,0.903522968,24
0.209,6.135923386,0.909352183,24
0.21,4.601942539,0.913954198,24
0.211,4.601942539,0.918556273,24
0.212,4.601942539,0.923465133,24
0.213,4.601942539,0.928987622,24
0.214,4.601942539,0.933589637,24
0.215,3.067961693,0.939112067,24
0.216,4.601942539,0.944020927,24
0.217,4.601942539,0.948316157,24
0.218,4.601942539,0.953225017,24
0.219,6.135923386,0.957213461,24
0.22,6.135923386,0.961815476,24
0.221,6.135923386,0.966417491,24
0.222,4.601942539,0.971019566,24
0.223,4.601942539,0.976542056,24
0.224,4.601942539,0.98237133,24
0.226,4.601942539,0.988814235,24
0.227,4.601942539,0.995257139,24
0.228,4.601942539,1.004768014,24
0.231,4.601942539,1.012438059,24
0.232,4.601942539,1.017653584,24
0.233,4.601942539,1.02532351,24
0.235,4.601942539,1.030845881,24
0.236,4.601942539,1.036368251,24
0.237,4.601942539,1.040970325,24
0.238,4.601942539,1.048333645,24
0.239,3.067961693,1.052015185,24
0.24,4.601942539,1.056923985,24
0.241,4.601942539,1.06152606,24
0.242,4.601942539,1.06643486,24
0.243,4.601942539,1.071036935,24
0.244,6.135923386,1.075945735,24
0.245,4.601942539,1.08054769,24
0.246,4.601942539,1.08422935,24
0.247,4.601942539,1.08913815,24
0.248,4.601942539,1.093740225,24
0.249,6.135923386,1.097728491,24
0.25,4.601942539,1.102330565,24
0.251,4.601942539,1.10693264,24
0.252,4.601942539,1.110921025,24
0.253,4.601942539,1.1155231,24
0.254,4.601942539,1.11920476,24
0.255,6.135923386,1.124113441,24
0.255,3.067961693,1.128715396,24
0.256,4.601942539,1.132397056,24
0.257,4.601942539,1.137305856,24
0.258,6.135923386,1.142214656,24
0.259,4.601942539,1.14681673,24
0.26,4.601942539,1.15049839,24
0.261,4.601942539,1.15540719,24
0.262,4.601942539,1.159395576,24
0.263,4.601942539,1.16399765,24
0.264,6.135923386,1.169826865,24
0.265,4.601942539,1.17442894,24
0.266,4.601942539,1.1781106,24
0.267,4.601942539,1.182712674,24
0.268,4.601942539,1.186394334,24
0.269,4.601942539,1.190996289,24
0.27,4.601942539,1.194984674,24
0.271,4.601942539,1.199586749,24
0.272,4.601942539,1.204188824,24
0.272,4.601942539,1.208790898,24
0.273,6.135923386,1.212779284,24
0.274,6.135923386,1.217381239,24
0.275,4.601942539,1.221983194,24
0.276,4.601942539,1.225664735,24
0.277,4.601942539,1.230266809,24
0.278,4.601942539,1.233948469,24
0.279,4.601942539,1.238550544,24
0.28,4.601942539,1.243152499,24
0.281,4.601942539,1.247140765,24
0.282,4.601942539,1.25174284,24
0.283,4.601942539,1.255117655,24
0.283,4.601942539,1.25971961,24
0.284,3.067961693,1.263401151,24
0.285,4.601942539,1.268309951,24
0.286,6.135923386,1.272911906,24
0.287,4.601942539,1.277513981,24
0.288,4.601942539,1.281195641,24
0.289,6.135923386,1.285797596,24
0.29,4.601942539,1.289479256,24
0.291,4.601942539,1.293160915,24
0.292,4.601942539,1.29776299,24
0.293,4.601942539,1.302365065,24
0.294,4.601942539,1.30696702,24
0.295,4.601942539,1.31064868,24
0.296,6.135923386,1.31555748,24
0.296,4.601942539,1.31923914,24
0.297,4.601942539,1.323841095,24
0.298,4.601942539,1.327522755,24
0.299,4.601942539,1.332124829,24
0.3,4.601942539,1.336726904,24
0.301,4.601942539,1.340408444,24
0.302,4.601942539,1.345010519,24
0.303,4.601942539,1.348692179,24
0.304,3.067961693,1.353294134,24
0.305,4.601942539,1.357896209,24
0.306,4.601942539,1.362498164,24
0.307,3.067961693,1.3671,24
0.308,4.601942539,1.372008801,24
0.309,4.601942539,1.376610875,24
0.31,4.601942539,1.381519675,24
0.311,4.601942539,1.38489449,24
0.312,4.601942539,1.38980329,24
0.312,4.601942539,1.393484831,24
0.313,4.601942539,1.399314046,24
0.314,4.601942539,1.402995706,24
0.315,4.601942539,1.40759778,24
0.316,6.135923386,1.41250658,24
0.317,4.601942539,1.415881395,24
0.318,4.601942539,1.420790195,24
0.319,4.601942539,1.424471855,24
0.32,4.601942539,1.42907393,24
0.321,4.601942539,1.43398273,24
0.322,4.601942539,1.438584805,24
0.323,4.601942539,1.442266464,24
0.324,4.601942539,1.44686842,24
0.325,4.601942539,1.450550079,24
0.326,4.601942539,1.455458879,24
0.326,4.601942539,1.46036768,24
0.328,4.601942539,1.46527648,24
0.328,4.601942539,1.468651295,24
0.33,4.601942539,1.47448051,24
0.33,4.601942539,1.479082584,24
0.332,4.601942539,1.483991385,24
0.333,4.601942539,1.488593459,24
0.333,4.601942539,1.493195415,24
0.334,4.601942539,1.496877074,24
0.335,4.601942539,1.50147903,24
0.336,4.601942539,1.50638783,24
0.337,4.601942539,1.510069489,24
0.338,4.601942539,1.514671564,24
0.339,4.601942539,1.518353224,24
0.34,3.067961693,1.522955179,24
0.341,6.135923386,1.527863979,24
0.342,4.601942539,1.532465935,24
0.343,4.601942539,1.536147594,24
0.344,4.601942539,1.54074955,24
0.345,4.601942539,1.54443121,24
0.346,4.601942539,1.54934001,24
0.347,4.601942539,1.553942084,24
0.348,4.601942539,1.558544159,24
0.349,4.601942539,1.563759804,24
0.35,6.135923386,1.568668365,24
0.351,4.601942539,1.57327044,24
0.352,4.601942539,1.577872515,24
0.353,4.601942539,1.58247447,24
0.354,4.601942539,1.587076545,24
0.355,4.601942539,1.593519449,24
0.356,3.067961693,1.598121405,24
0.357,4.601942539,1.602723241,24
0.358,4.601942539,1.608552456,24
0.359,4.601942539,1.613154411,24
0.36,4.601942539,1.617756486,24
0.361,4.601942539,1.622358561,24
0.363,4.601942539,1.627880931,24
0.364,6.135923386,1.632789612,24
0.365,4.601942539,1.637084842,24
0.366,4.601942539,1.641993642,24
0.367,4.601942539,1.646595716,24
0.368,4.601942539,1.651197791,24
0.369,4.601942539,1.656720281,24
0.37,4.601942539,1.661322355,24
0.371,4.601942539,1.666844845,24
0.372,4.601942539,1.671446919,24
0.373,3.067961693,1.675742149,24
0.374,4.601942539,1.680650949,24
0.375,4.601942539,1.685253024,24
0.376,3.067961693,1.690775394,24
0.377,4.601942539,1.695684195,24
0.378,4.601942539,1.700286269,24
0.379,4.601942539,1.704888344,24
0.38,4.601942539,1.709490418,24
0.381,6.135923386,1.714399219,24
0.382,4.601942539,1.719001293,24
0.383,3.067961693,1.724216938,24
0.384,4.601942539,1.729125738,24
0.385,4.601942539,1.733727813,24
0.386,4.601942539,1.737409472,24
0.387,4.601942539,1.742931962,24
0.388,4.601942539,1.746920347,24
0.389,3.067961693,1.752135992,24
0.39,4.601942539,1.757044792,24
0.391,4.601942539,1.762567282,24
0.392,4.601942539,1.766555667,24
0.393,4.601942539,1.771157622,24
0.394,4.601942539,1.775759578,24
0.395,4.601942539,1.780668378,24
0.396,4.601942539,1.785270452,24
0.397,4.601942539,1.789872527,24
0.398,4.601942539,1.794781327,24
0.399,4.601942539,1.800303817,24
0.4,4.601942539,1.804905891,24
0.401,4.601942539,1.809507847,24
0.402,4.601942539,1.814416647,24
0.404,4.601942539,1.819939137,24
0.405,4.601942539,1.825461626,24
0.406,4.601942539,1.830063701,24
0.407,4.601942539,1.834972501,24
0.408,4.601942539,1.83865416,24
0.409,4.601942539,1.843256116,24
0.41,4.601942539,1.847858191,24
0.411,6.135923386,1.853687406,24
0.412,4.601942539,1.85828948,24
0.413,4.601942539,1.862891555,24
0.414,4.601942539,1.867493629,24
0.415,4.601942539,1.873322845,24
0.416,4.601942539,1.877004504,24
0.417,6.135923386,1.882526875,24
0.418,6.135923386,1.887435675,24
0.419,4.601942539,1.89203763,24
0.42,4.601942539,1.896639705,24
0.421,4.601942539,1.901241779,24
0.422,4.601942539,1.904923439,24
0.423,4.601942539,1.909525394,24
0.424,4.601942539,1.915354609,24
0.425,4.601942539,1.920877099,24
0.426,6.135923386,1.926706195,24
0.428,4.601942539,1.93130827,24
0.428,4.601942539,1.935910344,24
0.43,4.601942539,1.941432834,24
0.431,4.601942539,1.948182464,24
0.432,4.601942539,1.952784538,24
0.433,4.601942539,1.957386613,24
0.434,4.601942539,1.961988688,24
0.435,6.135923386,1.966897488,24
0.436,4.601942539,1.972419858,24
0.437,4.601942539,1.977635384,24
0.439,4.601942539,1.982544184,24
0.44,4.601942539,1.987146258,24
0.441,4.601942539,1.991748333,24
0.442,4.601942539,1.996350408,24
0.443,4.601942539,2.000952244,24
0.444,4.601942539,2.005860806,24
0.445,4.601942539,2.010462284,24
0.446,4.601942539,2.016904593,24
0.447,4.601942539,2.02150631,24
0.448,4.601942539,2.026107788,24
0.449,4.601942539,2.030709267,24
0.45,4.601942539,2.03561759,24
0.451,4.601942539,2.040219069,24
0.452,4.601942539,2.045740843,24
0.453,4.601942539,2.049422026,24
0.454,4.601942539,2.054023504,24
0.455,4.601942539,2.059852123,24
0.456,4.601942539,2.064453602,24
0.457,4.601942539,2.06905508,24
0.458,4.601942539,2.073963404,24
0.459,4.601942539,2.079485178,24
0.46,3.067961693,2.083166599,24
0.461,4.601942539,2.088995218,24
0.462,4.601942539,2.093903542,24
0.463,4.601942539,2.09850502,24
0.464,4.601942539,2.103106499,24
0.465,4.601942539,2.10678792,24
0.466,4.601942539,2.111696243,24
0.467,4.601942539,2.116297722,24
0.468,4.601942539,2.121206045,24
0.469,4.601942539,2.125807524,24
0.47,4.601942539,2.129488707,24
0.471,4.601942539,2.134090185,24
0.472,4.601942539,2.138998508,24
0.473,4.601942539,2.144520283,24
0.474,4.601942539,2.149428606,24
0.475,4.601942539,2.153109789,24
0.476,4.601942539,2.157711267,24
0.477,4.601942539,2.162312746,24
0.478,4.601942539,2.167221069,24
0.479,4.601942539,2.173049688,24
0.48,4.601942539,2.177651405,24
0.481,4.601942539,2.182559729,24
0.482,4.601942539,2.187161446,24
0.483,4.601942539,2.192683458,24
0.484,4.601942539,2.197284937,24
0.485,4.601942539,2.201886415,24
0.486,6.135923386,2.206794977,24
0.488,4.601942539,2.21231699,24
0.488,4.601942539,2.216918468,24
0.489,4.601942539,2.220599651,24
0.49,4.601942539,2.22520113,24
0.491,4.601942539,2.230109453,24
0.492,4.601942539,2.234710932,24
0.493,4.601942539,2.240232706,24
0.494,6.135923386,2.245141029,24
0.495,4.601942539,2.248822212,24
0.496,4.601942539,2.253423691,24
0.497,4.601942539,2.258025169,24
0.498,4.601942539,2.262626648,24
0.499,4.601942539,2.267228365,24
0.5,3.067961693,2.271830082,24
0.501,4.601942539,2.276431561,24
0.502,4.601942539,2.281339884,24
0.503,4.601942539,2.285634756,24
0.504,4.601942539,2.290236473,24
0.505,3.067961693,2.294531345,24
0.506,4.601942539,2.299439669,24
0.507,4.601942539,2.304041386,24
0.508,4.601942539,2.309870005,24
0.509,6.135923386,2.313551426,24
0.51,4.601942539,2.318153143,24
0.511,4.601942539,2.322754622,24
0.512,6.135923386,2.327356339,24
0.513,4.601942539,2.332878113,24
0.515,4.601942539,2.337479591,24
0.516,4.601942539,2.342081308,24
0.517,4.601942539,2.346682787,24
0.518,3.067961693,2.351284742,24
0.519,4.601942539,2.355886459,24
0.52,4.601942539,2.360794783,24
0.52,4.601942539,2.365396261,24
0.522,3.067961693,2.370918512,24
0.523,4.601942539,2.375826836,24
0.524,4.601942539,2.380428553,24
0.525,6.135923386,2.384109974,24
0.526,4.601942539,2.389631748,24
0.527,4.601942539,2.394233227,24
0.528,3.067961693,2.400675535,24
0.529,6.135923386,2.405890703,24
0.53,4.601942539,2.41110611,24
0.531,4.601942539,2.416014433,24
0.532,3.067961693,2.42061615,24
0.533,4.601942539,2.424297571,24
0.534,4.601942539,2.43012619,24
0.535,4.601942539,2.435647964,24
0.537,4.601942539,2.440249443,24
0.538,4.601942539,2.445157766,24
0.539,4.601942539,2.449759245,24
0.54,4.601942539,2.454360723,24
0.541,4.601942539,2.458962202,24
0.542,4.601942539,2.464483976,24
0.543,6.135923386,2.4693923,24
0.544,6.135923386,2.473994017,24
0.545,4.601942539,2.478595495,24
0.546,4.601942539,2.483196974,24
0.547,4.601942539,2.486878157,24
0.548,4.601942539,2.49178648,24
0.549,4.601942539,2.496387959,24
0.55,4.601942539,2.500989437,24
0.551,4.601942539,2.505897999,24
0.552,4.601942539,2.510499477,24
0.553,6.135923386,2.51602149,24
0.554,4.601942539,2.520622969,24
0.555,4.601942539,2.525224447,24
0.556,6.135923386,2.530133009,24
0.557,4.601942539,2.534734488,24
0.558,4.601942539,2.539335966,24
0.559,4.601942539,2.543937445,24
0.56,4.601942539,2.548538923,24
0.561,4.601942539,2.552220345,24
0.562,4.601942539,2.556822062,24
0.562,4.601942539,2.561730385,24
0.563,6.135923386,2.566332102,24
0.565,4.601942539,2.57093358,24
0.566,3.067961693,2.575535297,24
0.567,4.601942539,2.580137014,24
0.568,6.135923386,2.585045338,24
0.569,4.601942539,2.58934021,24
0.57,4.601942539,2.593941927,24
0.571,4.601942539,2.59885025,24
0.572,4.601942539,2.603145123,24
0.573,4.601942539,2.607746601,24
0.574,3.067961693,2.612348318,24
0.574,4.601942539,2.61664319,24
0.575,4.601942539,2.620631218,24
0.577,4.601942539,2.626152992,24
0.578,4.601942539,2.630754471,24
0.578,4.601942539,2.635355949,24
0.579,4.601942539,2.639957428,24
0.58,4.601942539,2.643638849,24
0.581,4.601942539,2.648240566,24
0.582,4.601942539,2.652842045,24
0.583,4.601942539,2.657443762,24
0.584,4.601942539,2.66204524,24
0.585,4.601942539,2.666033268,24
0.586,4.601942539,2.67032814,24
0.587,4.601942539,2.674929619,24
0.588,6.135923386,2.679531574,24
0.589,4.601942539,2.684133291,24
0.59,4.601942539,2.687814474,24
0.591,4.601942539,2.692722797,24
0.592,6.135923386,2.697324514,24
0.593,4.601942539,2.701619625,24
0.594,4.601942539,2.706527948,24
0.595,4.601942539,2.711436272,24
0.596,4.601942539,2.715117693,24
0.597,4.601942539,2.71971941,24
0.598,4.601942539,2.724320889,24
0.599,3.067961693,2.728922606,24
0.6,4.601942539,2.733830929,24
0.601,4.601942539,2.738432407,24
0.602,4.601942539,2.743340731,24
0.603,4.601942539,2.746715307,24
0.604,6.135923386,2.751623631,24
0.605,4.601942539,2.756225109,24
0.606,6.135923386,2.760826826,24
0.606,3.067961693,2.764508247,24
0.607,6.135923386,2.769109964,24
0.608,4.601942539,2.773711681,24
0.609,4.601942539,2.778620005,24
0.61,4.601942539,2.783221483,24
0.611,4.601942539,2.787822962,24
0.612,4.601942539,2.79242444,24
0.613,4.601942539,2.797332764,24
0.614,4.601942539,2.801934242,24
0.615,6.135923386,2.806842804,24
0.616,3.067961693,2.811137915,24
0.617,4.601942539,2.816046238,24
0.618,4.601942539,2.820647717,24
0.619,4.601942539,2.825249195,24
0.62,4.601942539,2.829850674,24
0.621,4.601942539,2.834452391,24
0.622,4.601942539,2.839054108,24
0.623,4.601942539,2.843655586,24
0.624,4.601942539,2.848257065,24
0.625,4.601942539,2.852858782,24
0.626,6.135923386,2.857767105,24
0.627,4.601942539,2.862061977,24
0.628,4.601942539,2.867583752,24
0.63,3.067961693,2.872185469,24
0.631,6.135923386,2.87709403,24
0.632,4.601942539,2.882616043,24
0.633,4.601942539,2.887217522,24
0.634,4.601942539,2.891819,24
0.635,4.601942539,2.895500422,24
0.636,4.601942539,2.9001019,24
0.637,4.601942539,2.905623674,24
0.638,4.601942539,2.910225391,24
0.639,3.067961693,2.914827108,24
0.64,4.601942539,2.919122219,24
0.641,4.601942539,2.923723698,24
0.642,3.067961693,2.927405119,24
0.643,4.601942539,2.932006836,24
0.644,4.601942539,2.936608315,24
0.645,4.601942539,2.941209793,24
0.646,4.601942539,2.945811272,24
0.647,4.601942539,2.95041275,24
0.648,4.601942539,2.955934525,24
0.649,4.601942539,2.960536003,24
0.65,4.601942539,2.965137482,24
0.651,4.601942539,2.96973896,24
0.652,4.601942539,2.973420382,24
0.653,4.601942539,2.978022099,24
0.654,3.067961693,2.982317209,24
0.655,4.601942539,2.987225533,24
0.656,4.601942539,2.991520405,24
0.657,4.601942539,2.996121883,24
0.658,4.601942539,3.0007236,24
0.658,3.067961693,3.004405022,24
0.659,4.601942539,3.0090065,24
0.66,4.601942539,3.013914824,24
0.661,4.601942539,3.018516302,24
0.662,4.601942539,3.023117781,24
0.663,4.601942539,3.028639555,24
0.665,4.601942539,3.033547878,24
0.666,4.601942539,3.038149357,24
0.667,6.135923386,3.04305768,24
0.668,4.601942539,3.047659397,24
0.668,4.601942539,3.05134058,24
0.669,6.135923386,3.056248903,24
0.67,4.601942539,3.06085062,24
0.672,4.601942539,3.066372871,24
0.673,4.601942539,3.07097435,24
0.673,4.601942539,3.074655771,24
0.674,4.601942539,3.07925725,24
0.675,4.601942539,3.085085869,24
0.677,6.135923386,3.089994192,24
0.678,4.601942539,3.094595671,24
0.679,4.601942539,3.099197149,24
0.68,4.601942539,3.104105473,24
0.681,4.601942539,3.10870719,24
0.681,4.601942539,3.113615513,24
0.682,4.601942539,3.117296696,24
0.683,4.601942539,3.121898174,24
0.684,4.601942539,3.126806498,24
0.685,4.601942539,3.131407976,24
0.686,3.067961693,3.136009693,24
0.687,4.601942539,3.139997721,24
0.688,6.135923386,3.144599438,24
0.689,4.601942539,3.14889431,24
0.69,4.601942539,3.153802872,24
0.691,4.601942539,3.15840435,24
0.692,4.601942539,3.163005829,24
0.693,4.601942539,3.167607307,24
0.694,4.601942539,3.172208786,24
0.695,4.601942539,3.17773056,24
0.696,3.067961693,3.182025433,24
0.697,4.601942539,3.186933756,24
0.698,4.601942539,3.191535234,24
0.699,4.601942539,3.196136951,24
0.7,4.601942539,3.199818134,24
0.701,4.601942539,3.204419851,24
0.702,4.601942539,3.20902133,24
0.703,4.601942539,3.213623047,24
0.704,4.601942539,3.218224525,24
0.705,6.135923386,3.222826481,24
0.706,4.601942539,3.226507664,24
0.707,4.601942539,3.230802536,24
0.708,4.601942539,3.235404015,24
0.709,4.601942539,3.239698887,24
0.71,4.601942539,3.244300365,24
0.711,4.601942539,3.248901844,24
0.712,4.601942539,3.253503323,24
0.713,4.601942539,3.258104801,24
0.714,4.601942539,3.264546871,24
0.715,4.601942539,3.269148588,24
0.716,4.601942539,3.273750067,24
0.717,6.135923386,3.278351784,24
0.718,4.601942539,3.282953501,24
0.72,4.601942539,3.288475513,24
0.721,3.067961693,3.29369092,24
0.722,4.601942539,3.297372103,24
0.723,6.135923386,3.303200722,24
0.724,4.601942539,3.307495594,24
0.725,4.601942539,3.313017368,24
0.726,4.601942539,3.317618847,24
0.727,3.067961693,3.322220564,24
0.728,4.601942539,3.327128887,24
0.729,6.135923386,3.331730604,24
0.73,4.601942539,3.337252617,24
0.731,4.601942539,3.341854095,24
0.732,6.135923386,3.346762419,24
0.733,4.601942539,3.351364136,24
0.734,4.601942539,3.355965614,24
0.735,4.601942539,3.360567093,24
0.736,4.601942539,3.36639595,24
0.737,4.601942539,3.370997429,24
0.738,4.601942539,3.375598907,24
0.739,4.601942539,3.380200386,24
0.74,4.601942539,3.38572216,24
0.741,4.601942539,3.389403343,24
0.742,4.601942539,3.394311666,24
0.743,4.601942539,3.399833441,24
0.745,4.601942539,3.404434919,24
0.746,3.067961693,3.409036636,24
0.747,4.601942539,3.41394496,24
0.748,4.601942539,3.418546438,24
0.748,4.601942539,3.422227859,24
0.749,4.601942539,3.427749634,24
0.751,4.601942539,3.432351351,24
0.751,4.601942539,3.436032534,24
0.752,4.601942539,3.440634012,24
0.753,4.601942539,3.445542336,24
0.754,4.601942539,3.449837208,24
0.755,4.601942539,3.454438686,24
0.756,3.067961693,3.458733559,24
0.757,6.135923386,3.463641882,24
0.758,4.601942539,3.468243361,24
0.759,4.601942539,3.472538233,24
0.76,3.067961693,3.476219654,24
0.761,4.601942539,3.480821133,24
0.762,4.601942539,3.485422611,24
0.763,4.601942539,3.49002409,24
0.764,4.601942539,3.495545864,24
0.765,4.601942539,3.500147343,24
0.766,4.601942539,3.504748821,24
0.767,4.601942539,3.509043694,24
0.768,4.601942539,3.513645172,24
0.769,4.601942539,3.518246651,24
0.77,4.601942539,3.522848129,24
0.771,4.601942539,3.527143002,24
0.772,4.601942539,3.531744719,24
0.773,4.601942539,3.536346197,24
0.774,4.601942539,3.54002738,24
0.775,4.601942539,3.544628859,24
0.776,4.601942539,3.549230337,24
0.777,3.067961693,3.552605152,24
0.778,4.601942539,3.557206631,24
0.779,3.067961693,3.561808586,24
0.78,4.601942539,3.565489769,24
0.781,6.135923386,3.570398092,24
0.782,4.601942539,3.574999809,24
0.783,4.601942539,3.579601288,24
0.784,4.601942539,3.584202766,24
0.785,4.601942539,3.587577343,24
