time,motor_voltage,qei.omega,qei.theta
1.955,-4.983816147,-1.533980846,0.493933953
1.961,-4.988921165,-1.533980846,0.489945717
1.966,-4.993953705,0,0.486264296
1.97,-4.998002052,-1.533980846,0.483196445
1.974,-4.999488354,-1.533980846,0.479821808
1.978,-4.999999523,-1.533980846,0.477060742
1.982,-4.999531746,-1.533980846,0.473992891
1.986,-4.998081684,-1.533980846,0.471231825
1.99,-4.995645046,-1.533980846,0.467857159
1.995,-4.992218971,-1.533980846,0.463562168
2,-4.986539841,0,0.459880747
2.006,-4.979304314,-1.533980846,0.454358615
2.013,-4.968559265,0,0.449143268
2.02,-4.9531703,-1.533980846,0.444541461
2.025,-4.937526226,0,0.440553255
2.03,-4.919610977,0,0.436871834
2.036,-4.902943611,-3.067961693,0.431656457
2.041,-4.880853653,0,0.427975036
2.049,-4.860702515,-1.533980846,0.419998593
2.059,-4.825163364,0,0.412328966
2.068,-4.77503109,-1.533980846,0.405579664
2.076,-4.724494934,0,0.399750717
2.083,-4.681647301,-1.533980846,0.394228585
2.09,-4.635708809,0,0.388399638
2.098,-4.579435825,-1.533980846,0.382877506
2.107,-4.526910305,-1.533980846,0.375514663
2.116,-4.45489502,0,0.369378961
2.125,-4.369006157,-1.533980846,0.362016119
2.133,-4.295883179,0,0.356493987
2.141,-4.208979607,0,0.35189221
2.147,-4.127651215,-1.533980846,0.347597219
2.152,-4.064161777,0,0.344529368
2.157,-4.009637356,0,0.340847946
2.162,-3.953656673,0,0.337780095
2.167,-3.896232605,0,0.334405459
2.173,-3.83737874,-1.533980846,0.331030823
2.178,-3.777109146,-1.533980846,0.327042617
2.184,-3.702937841,0,0.323974766
2.189,-3.639606714,-1.533980846,0.320293344
2.196,-3.561808109,-1.533980846,0.316305138
2.202,-3.468595982,0,0.312930502
2.208,-3.400428295,0,0.309555866
2.215,-3.302809715,0,0.306181229
2.221,-3.202692032,0,0.302806593
2.228,-3.114929676,0,0.299431957
2.234,-3.010318995,0,0.297284461
2.238,-2.918792009,0,0.295443751
2.243,-2.856840372,0,0.29360304
