time,_joy_in_use,charmander.mode,emergency_latched,emergency_state,gripper.state,kf.R,kf.x[0],kf.x[1],kf.x[2],kf.x[3],motor_voltage,position_pid.d_out,position_pid.kd,position_pid.kp,position_pid.output,position_pid.p_out,qei.alpha_estimate,qei.omega,qei.omega_filtered,qei.theta,test_voltage,trajectory.current,trajectory.state,velocity_pid.i_out,velocity_pid.ki,velocity_pid.kp,velocity_pid.output,velocity_pid.p_out,
0,0,0,0,0,0,7.849999761333493e-9,0,0,0,0,0,0,0.11999999731779099,3,0,0,0,0,0,0,0,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.006,0,0,0,0,0,7.849999761333493e-9,0,0,0,0,0,0,0.11999999731779099,3,0,0,0,0,0,0,0,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.011,0,0,0,0,0,7.849999761333493e-9,0,0.0003448104835115373,0.015293681994080544,0.000001047403543452674,0.13890984654426575,0,0.11999999731779099,3,0,0,0.41229134798049927,0,0.0009276643977500498,0,0.13890984654426575,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.016,0,0,0,0,0,7.849999761333493e-9,0,0.002309121424332261,0.02188131958246231,0.00005847797729074955,0.202495738863945,0,0.11999999731779099,3,0,0,0.5675081610679626,0,0.0033212739508599043,0,0.202495738863945,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.021,0,0,0,0,0,7.849999761333493e-9,0,0.005214022006839514,0.028284259140491486,0.00024095694243442267,0.26635608077049255,0,0.11999999731779099,3,0,0,0.7101660966873169,0,0.006317927967756987,0,0.26635608077049255,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.026,0,0,0,0,0,7.849999761333493e-9,0,0.008528633043169975,0.033201687037944794,0.000566223869100213,0.31764012575149536,0,0.11999999731779099,3,0,0,0.8044450879096985,0,0.009755921550095081,0,0.31764012575149536,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.03,0,0,0,0,0,7.849999761333493e-9,0,0.012090419419109821,0.039508212357759476,0.0010350828524678946,0.3819875419139862,0,0.11999999731779099,3,0,0,0.9323169589042664,0,0.013493306934833527,0,0.3819875419139862,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.035,0,0,0,0,0,7.849999761333493e-9,0,0.01589898020029068,0.045788124203681946,0.0016465678345412016,0.44660159945487976,0,0.11999999731779099,3,0,0,1.051526427268982,0,0.017658988013863564,0,0.44660159945487976,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.039,0,0,0,0,0,7.849999761333493e-9,0,0.020364252850413322,0.051946211606264114,0.0024751925375312567,0.5114793181419373,0,0.11999999731779099,3,0,0,1.1655083894729614,0,0.022071657702326775,0,0.5114793181419373,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.044,0,0,0,0,0,7.849999761333493e-9,0,0.024994412437081337,0.0566517636179924,0.003467905567958951,0.5635693669319153,0,0.11999999731779099,3,0,0,1.2327024936676025,0,0.026769721880555153,0,0.5635693669319153,0,0,0,0.09300000220537186,6.699999809265137,0,0,
