time,_joy_in_use,charmander.mode,emergency_latched,emergency_state,gripper.state,kf.R,kf.x[0],kf.x[1],kf.x[2],kf.x[3],motor_voltage,position_pid.d_out,position_pid.kd,position_pid.kp,position_pid.output,position_pid.p_out,qei.alpha_estimate,qei.omega,qei.omega_filtered,qei.theta,test_voltage,trajectory.current,trajectory.state,velocity_pid.i_out,velocity_pid.ki,velocity_pid.kp,velocity_pid.output,velocity_pid.p_out,
0,0,0,0,0,0,7.849999761333493e-9,-0.09265243262052536,-0.000017251644749194384,0.00000393070467907819,0.000028083160941605456,0,0,0.11999999731779099,3,0,0,5.277329240271911e-9,0,-0.000017251644749194384,-0.09265243262052536,0,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.005,0,0,0,0,0,7.849999761333493e-9,-0.09265243262052536,-0.000017251644749194384,0.00000393070467907819,0.000028083160941605456,0,0,0.11999999731779099,3,0,0,5.277329240271911e-9,0,-0.000017251644749194384,-0.09265243262052536,0,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.012,0,0,0,0,0,7.849999761333493e-9,-0.09265243262052536,0.00024277842021547258,0.015316963195800781,0.00002852649959095288,0.13890984654426575,0,0.11999999731779099,3,0,0,0.41229182481765747,0,0.0009923854377120733,-0.09265243262052536,0.13890984654426575,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.016,0,0,0,0,0,7.849999761333493e-9,-0.09265243262052536,0.0023164364974945784,0.023290634155273438,0.00008534775406587869,0.21524593234062195,0,0.11999999731779099,3,0,0,0.6074954867362976,0,0.003279650118201971,-0.09265243262052536,0.21524593234062195,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.021,0,0,0,0,0,7.849999761333493e-9,-0.09265242516994476,0.005553293041884899,0.029623717069625854,0.00028366793412715197,0.27916082739830017,0,0.11999999731779099,3,0,0,0.7398397326469421,0,0.0068476381711661816,-0.09265243262052536,0.27916082739830017,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.026,0,0,0,0,0,7.849999761333493e-9,-0.09265241771936417,0.008871950209140778,0.03596801683306694,0.0006108518573455513,0.34334689378738403,0,0.11999999731779099,3,0,0,0.872397243976593,0,0.010375022888183594,-0.09265243262052536,0.34334689378738403,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.031,0,0,0,0,0,7.849999761333493e-9,-0.09265241026878357,0.012897001579403877,0.04218045622110367,0.001127415569499135,0.4078013300895691,0,0.11999999731779099,3,0,0,0.9952645301818848,0,0.014394652098417282,-0.09265243262052536,0.4078013300895691,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.035,0,0,0,0,0,7.849999761333493e-9,-0.09265240281820297,0.017168078571558,0.048365917056798935,0.001813408569432795,0.47252121567726135,0,0.11999999731779099,3,0,0,1.109844446182251,0,0.0188134778290987,-0.09265243262052536,0.47252121567726135,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.04,0,0,0,0,0,7.849999761333493e-9,-0.09265239536762238,0.021822573617100716,0.05305211991071701,0.0027050368953496218,0.524486243724823,0,0.11999999731779099,3,0,0,1.173119306564331,0,0.023745443671941757,-0.09265243262052536,0.524486243724823,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.045,0,0,0,0,0,7.849999761333493e-9,-0.09265238791704178,0.026881301775574684,0.05910934880375862,0.0038680622819811106,0.5896764993667603,0,0.11999999731779099,3,0,0,1.2748212814331055,0,0.02870805375277996,-0.09265243262052536,0.5896764993667603,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.05,0,0,0,0,0,7.849999761333493e-9,-0.09265238046646118,0.032057568430900574,0.06516805291175842,0.005217510741204023,0.6551237106323242,0,0.11999999731779099,3,0,0,1.3691412210464478,0,0.03399134427309036,-0.09265243262052536,0.6551237106323242,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.054,0,0,0,0,0,7.849999761333493e-9,-0.09265237301588058,0.037535183131694794,0.06972946226596832,0.006811682600528002,0.7076643705368042,0,0.11999999731779099,3,0,0,1.41688072681427,0,0.039497923105955124,-0.09265243262052536,0.7076643705368042,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.059,0,0,0,0,0,7.849999761333493e-9,-0.09265236556529999,0.04330291226506233,0.075702965259552,0.008745154365897179,0.7735661864280701,0,0.11999999731779099,3,0,0,1.4803119897842407,0,0.04608618840575218,-0.09265243262052536,0.7735661864280701,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.065,0,0,0,0,0,7.849999761333493e-9,-0.0926523506641388,0.05137825012207031,0.081175796687603,0.011861602775752544,0.8397158980369568,0,0.11999999731779099,3,0,0,1.5191404819488525,0,0.053393103182315826,-0.09265243262052536,0.8397158980369568,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.07,0,0,0,0,0,7.849999761333493e-9,-0.0926523432135582,0.05658155679702759,0.0888059064745903,0.014122482389211655,0.919418215751648,0,0.11999999731779099,3,0,0,1.6577650308609009,0,0.05848987400531769,-0.09265243262052536,0.919418215751648,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.074,0,0,0,0,0,7.849999761333493e-9,-0.0926523357629776,0.061925482004880905,0.09496251493692398,0.016486216336488724,0.986101508140564,0,0.11999999731779099,3,0,0,1.7363409996032715,0,0.06419011950492859,-0.09265243262052536,0.986101508140564,0,0,0,0.09300000220537186,6.699999809265137,0,0,
0.078,0,0,0,0,0,7.849999761333493e-9,-0.092652328312397,0.0677587166428566,0.09954977035522461,0.01920262537896633,1.039618968963623,0,0.11999999731779099,3,0,0,1.7691558599472046,0,0.07002498209476471,-0.09265243262052536,1.039618968963623,0,0,0,0.09300000220537186,6.699999809265137,0,0,
