time,_joy_in_use,charmander.mode,emergency_latched,emergency_state,gripper.state,kf.R,kf.x[0],kf.x[1],kf.x[2],kf.x[3],motor_voltage,position_pid.d_out,position_pid.kd,position_pid.kp,position_pid.output,position_pid.p_out,qei.alpha_estimate,qei.omega,qei.omega_filtered,qei.theta,test_voltage,trajectory.current,trajectory.state,velocity_pid.i_out,velocity_pid.ki,velocity_pid.kp,velocity_pid.output,velocity_pid.p_out,
3.989,0,0,0,0,0,7.849999761333493e-9,0.8869451284408569,1.511191964149475,0.7523464560508728,-0.002590153133496642,9.92028522491455,0,0.11999999731779099,3,0,0,4.073092937469482,3.0679616928100586,1.5213773250579834,0.8900129795074463,9.92028522491455,0,0,0,0.09300000220537186,6.699999809265137,0,0,
3.993,0,0,0,0,0,7.849999761333493e-9,0.8946147561073303,1.5353132486343384,0.7504040598869324,-0.01531849056482315,9.95251178741455,0,0.11999999731779099,3,0,0,3.8911266326904297,3.0679616928100586,1.5449918508529663,0.8976826071739197,9.95251178741455,0,0,0,0.09300000220537186,6.699999809265137,0,0,
3.997,0,0,0,0,0,7.849999761333493e-9,0.9022843837738037,1.5590537786483765,0.7471750974655151,-0.03015262819826603,9.972342491149902,0,0.11999999731779099,3,0,0,3.7004148960113525,1.5339808464050293,1.5682117938995361,0.9053522348403931,9.972342491149902,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.001,0,0,0,0,0,7.849999761333493e-9,0.9099540114402771,1.5815292596817017,0.7436531186103821,-0.044043175876140594,9.986860275268555,0,0.11999999731779099,3,0,0,3.517930030822754,1.5339808464050293,1.5895286798477173,0.9127150774002075,9.986860275268555,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.005,0,0,0,0,0,7.849999761333493e-9,0.9179304242134094,1.6044222116470337,0.7394433617591858,-0.06008896976709366,9.996044158935547,0,0.11999999731779099,3,0,0,3.3130879402160645,1.5339808464050293,1.614246129989624,0.9213050603866577,9.996044158935547,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.009,0,0,0,0,0,7.849999761333493e-9,0.9259068369865417,1.6260242462158203,0.7349352836608887,-0.07523585855960846,9.999876022338867,0,0.11999999731779099,3,0,0,3.110931158065796,1.5339808464050293,1.6336326599121094,0.9289746880531311,9.999876022338867,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.013,0,0,0,0,0,7.849999761333493e-9,0.9338832497596741,1.6463677883148193,0.7301220297813416,-0.08955352008342743,9.998342514038086,0,0.11999999731779099,3,0,0,2.919186592102051,3.0679616928100586,1.6530205011367798,0.9366443157196045,9.998342514038086,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.017,0,0,0,0,0,7.849999761333493e-9,0.9412460923194885,1.6633485555648804,0.7254802584648132,-0.10029817372560501,9.99143123626709,0,0.11999999731779099,3,0,0,2.713315725326538,3.0679616928100586,1.6716809272766113,0.9446207284927368,9.99143123626709,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.021,0,0,0,0,0,7.849999761333493e-9,0.9495292901992798,1.681638240814209,0.7199437618255615,-0.11287878453731537,9.979132652282715,0,0.11999999731779099,3,0,0,2.4982974529266357,0,1.68572199344635,0.9519835710525513,9.979132652282715,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.025,0,0,0,0,0,7.849999761333493e-9,0.9568921327590942,1.6963224411010742,0.7146333456039429,-0.12236650288105011,9.961441993713379,0,0.11999999731779099,3,0,0,2.270853042602539,3.0679616928100586,1.7025271654129028,0.9605735540390015,9.961441993713379,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.03,0,0,0,0,0,7.849999761333493e-9,0.9654821157455444,1.7094347476959229,0.709082841873169,-0.1265292465686798,9.938355445861816,0,0.11999999731779099,3,0,0,2.044970750808716,1.5339808464050293,1.7143622636795044,0.9682431817054749,9.938355445861816,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.034,0,0,0,0,0,7.849999761333493e-9,0.9725381731987,1.7201038599014282,0.7026126980781555,-0.13193224370479584,9.901909828186035,0,0.11999999731779099,3,0,0,1.7988264560699463,3.0679616928100586,1.721214771270752,0.9752992391586304,9.901909828186035,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.037,0,0,0,0,0,7.849999761333493e-9,0.9792874455451965,1.728002905845642,0.6979402899742126,-0.13395291566848755,9.875997543334961,0,0.11999999731779099,3,0,0,1.606866478919983,1.5339808464050293,1.730584740638733,0.982048511505127,9.875997543334961,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.041,0,0,0,0,0,7.849999761333493e-9,0.986343502998352,1.7350536584854126,0.6919842958450317,-0.13526341319084167,9.836735725402832,0,0.11999999731779099,3,0,0,1.387091875076294,1.5339808464050293,1.7371561527252197,0.9887977838516235,9.836735725402832,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.045,0,0,0,0,0,7.849999761333493e-9,0.9933995604515076,1.7410539388656616,0.6856728792190552,-0.1363130658864975,9.792095184326172,0,0.11999999731779099,3,0,0,1.160279393196106,1.5339808464050293,1.7427890300750732,0.995853841304779,9.792095184326172,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.049,0,0,0,0,0,7.849999761333493e-9,0.9998420476913452,1.7460761070251465,0.6789910793304443,-0.13798636198043823,9.742088317871094,0,0.11999999731779099,3,0,0,0.9369404315948486,1.5339808464050293,1.7474199533462524,1.0026034116744995,9.742088317871094,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.053,0,0,0,0,0,7.849999761333493e-9,1.0065921545028687,1.7503068447113037,0.6718984842300415,-0.13907530903816223,9.68673038482666,0,0.11999999731779099,3,0,0,0.7147462368011475,1.5339808464050293,1.7511967420578003,1.0090467929840088,9.68673038482666,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.056,0,0,0,0,0,7.849999761333493e-9,1.0133421421051025,1.7551106214523315,0.6640854477882385,-0.14351092278957367,9.626038551330566,0,0.11999999731779099,3,0,0,0.4953579604625702,1.5339808464050293,1.7559430599212646,1.015489935874939,9.626038551330566,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.06,0,0,0,0,0,7.849999761333493e-9,1.020092248916626,1.7591898441314697,0.657731831073761,-0.1477784663438797,9.577032089233398,0,0.11999999731779099,3,0,0,0.32001763582229614,1.5339808464050293,1.759596824645996,1.0225468873977661,9.577032089233398,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.064,0,0,0,0,0,7.849999761333493e-9,1.027194857597351,1.762350082397461,0.6492673754692078,-0.15143848955631256,9.507059097290039,0,0.11999999731779099,3,0,0,0.09686464071273804,1.5339808464050293,1.7643464803695679,1.0296037197113037,9.507059097290039,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.067,0,0,0,0,0,7.849999761333493e-9,1.0345127582550049,1.7682123184204102,0.6396051645278931,-0.16153323650360107,9.431817054748535,0,0.11999999731779099,3,0,0,-0.12859250605106354,1.5339808464050293,1.767918586730957,1.0369672775268555,9.431817054748535,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.071,0,0,0,0,0,7.849999761333493e-9,1.0418763160705566,1.7712223529815674,0.6322945356369019,-0.1679489016532898,9.371946334838867,0,0.11999999731779099,3,0,0,-0.2905002236366272,1.5339808464050293,1.7723661661148071,1.044637680053711,9.371946334838867,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.075,0,0,0,0,0,7.849999761333493e-9,1.0489331483840942,1.7738291025161743,0.6223625540733337,-0.17470180988311768,9.287555694580078,0,0.11999999731779099,3,0,0,-0.5145898461341858,3.0679616928100586,1.775958776473999,1.0523080825805664,9.287555694580078,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.079,0,0,0,0,0,7.849999761333493e-9,1.0569103956222534,1.77651846408844,0.6118393540382385,-0.1834312081336975,9.19798469543457,0,0.11999999731779099,3,0,0,-0.7407231330871582,3.0679616928100586,1.778679370880127,1.0599784851074219,9.19798469543457,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.082,0,0,0,0,0,7.849999761333493e-9,1.0642739534378052,1.7790882587432861,0.6007747650146484,-0.19305419921875,9.103270530700684,0,0.11999999731779099,3,0,0,-0.9758695363998413,1.5339808464050293,1.7775061130523682,1.0667285919189453,9.103270530700684,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.086,0,0,0,0,0,7.849999761333493e-9,1.0716376304626465,1.778639554977417,0.5926488041877747,-0.19911250472068787,9.028883934020996,0,0.11999999731779099,3,0,0,-1.1290682554244995,3.0679616928100586,1.7768454551696777,1.0747058391571045,9.028883934020996,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.09,0,0,0,0,0,7.849999761333493e-9,1.07838773727417,1.7764257192611694,0.581689178943634,-0.2026343047618866,8.925267219543457,0,0.11999999731779099,3,0,0,-1.3669960498809814,1.5339808464050293,1.7743128538131714,1.08084237575531,8.925267219543457,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.093,0,0,0,0,0,7.849999761333493e-9,1.085137963294983,1.7711143493652344,0.5708815455436707,-0.20272371172904968,8.816627502441406,0,0.11999999731779099,3,0,0,-1.603169560432434,0,1.768705129623413,1.0875924825668335,8.816627502441406,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.097,0,0,0,0,0,7.849999761333493e-9,1.0915812253952026,1.7656913995742798,0.5627424120903015,-0.20348021388053894,8.731878280639648,0,0.11999999731779099,3,0,0,-1.7581616640090942,1.5339808464050293,1.7631046772003174,1.0940358638763428,8.731878280639648,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.101,0,0,0,0,0,7.849999761333493e-9,1.098024606704712,1.7597817182540894,0.551111102104187,-0.2044345587491989,8.614564895629883,0,0.11999999731779099,3,0,0,-2.001103401184082,1.5339808464050293,1.7568962574005127,1.100479245185852,8.614564895629883,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.105,0,0,0,0,0,7.849999761333493e-9,1.1044679880142212,1.7526639699935913,0.5392166972160339,-0.20561997592449188,8.4923677444458,0,0.11999999731779099,3,0,0,-2.2360448837280273,1.5339808464050293,1.7492616176605225,1.107229471206665,8.4923677444458,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.108,0,0,0,0,0,7.849999761333493e-9,1.1109113693237305,1.7434135675430298,0.5308368802070618,-0.20359818637371063,8.397549629211426,0,0.11999999731779099,3,0,0,-2.384599208831787,1.5339808464050293,1.7401113510131836,1.1133660078048706,8.397549629211426,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.112,0,0,0,0,0,7.849999761333493e-9,1.1182752847671509,1.731146216392517,0.5191874504089355,-0.2007674276828766,8.266946792602539,0,0.11999999731779099,3,0,0,-2.5983619689941406,3.0679616928100586,1.7276451587677002,1.120729923248291,8.266946792602539,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.116,0,0,0,0,0,7.849999761333493e-9,1.1244120597839355,1.7188286781311035,0.5070252418518066,-0.19656535983085632,8.131625175476074,0,0.11999999731779099,3,0,0,-2.840125560760498,1.5339808464050293,1.7150723934173584,1.1268666982650757,8.131625175476074,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.12,0,0,0,0,0,7.849999761333493e-9,1.1308555603027344,1.7075467109680176,0.49411365389823914,-0.19586719572544098,7.991649150848389,0,0.11999999731779099,3,0,0,-3.0766329765319824,3.0679616928100586,1.7035503387451172,1.1333101987838745,7.991649150848389,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.124,0,0,0,0,0,7.849999761333493e-9,1.1369919776916504,1.693925142288208,0.481228232383728,-0.19259203970432281,7.847087383270264,0,0.11999999731779099,3,0,0,-3.325510025024414,1.5339808464050293,1.690531849861145,1.139446496963501,7.847087383270264,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.128,0,0,0,0,0,7.849999761333493e-9,1.1428216695785522,1.6804872751235962,0.4679693579673767,-0.19011272490024567,7.6980109214782715,0,0.11999999731779099,3,0,0,-3.5599875450134277,1.5339808464050293,1.6760118007659912,1.1452763080596924,7.6980109214782715,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.131,0,0,0,0,0,7.849999761333493e-9,1.1489583253860474,1.668237566947937,0.4536382853984833,-0.19119569659233093,7.544493198394775,0,0.11999999731779099,3,0,0,-3.792128562927246,1.5339808464050293,1.6618156433105469,1.151413083076477,7.544493198394775,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.135,0,0,0,0,0,7.849999761333493e-9,1.1544815301895142,1.6519334316253662,0.4442797303199768,-0.18664929270744324,7.426486492156982,0,0.11999999731779099,3,0,0,-3.91621732711792,1.5339808464050293,1.644552230834961,1.1569362878799438,7.426486492156982,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.138,0,0,0,0,0,7.849999761333493e-9,1.160311222076416,1.6371521949768066,0.4298296272754669,-0.18573787808418274,7.265382289886475,0,0.11999999731779099,3,0,0,-4.17242431640625,1.5339808464050293,1.6304514408111572,1.162459135055542,7.265382289886475,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.142,0,0,0,0,0,7.849999761333493e-9,1.1667546033859253,1.6199798583984375,0.4200774133205414,-0.18502424657344818,7.141777515411377,0,0.11999999731779099,3,0,0,-4.2585906982421875,1.5339808464050293,1.613291621208191,1.1689023971557617,7.141777515411377,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.146,0,0,0,0,0,7.849999761333493e-9,1.1728911399841309,1.6037684679031372,0.40514203906059265,-0.18515773117542267,6.973336219787598,0,0.11999999731779099,3,0,0,-4.48784065246582,1.5339808464050293,1.596879243850708,1.1750390529632568,6.973336219787598,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.15,0,0,0,0,0,7.849999761333493e-9,1.178107500076294,1.587285041809082,0.38984572887420654,-0.18306085467338562,6.800819396972656,0,0.11999999731779099,3,0,0,-4.731618881225586,1.5339808464050293,1.5791549682617188,1.1805622577667236,6.800819396972656,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.153,0,0,0,0,0,7.849999761333493e-9,1.1839375495910645,1.5654546022415161,0.3752747178077698,-0.17825593054294586,6.624316692352295,0,0.11999999731779099,3,0,0,-4.971700191497803,1.5339808464050293,1.560917854309082,1.1860853433609009,6.624316692352295,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.157,0,0,0,0,0,7.849999761333493e-9,1.1897673606872559,1.5487663745880127,0.36415719985961914,-0.18046951293945312,6.489378452301025,0,0.11999999731779099,3,0,0,-5.055280685424805,1.5339808464050293,1.5415000915527344,1.1919152736663818,6.489378452301025,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.161,0,0,0,0,0,7.849999761333493e-9,1.1952905654907227,1.5276458263397217,0.3487035930156708,-0.17721222341060638,6.306120872497559,0,0.11999999731779099,3,0,0,-5.280780792236328,1.5339808464050293,1.5202181339263916,1.197438359260559,6.306120872497559,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.165,0,0,0,0,0,7.849999761333493e-9,1.2008132934570312,1.506110668182373,0.33293285965919495,-0.17474478483200073,6.119134426116943,0,0.11999999731779099,3,0,0,-5.502002239227295,1.5339808464050293,1.4985417127609253,1.2029612064361572,6.119134426116943,0,0,0,0.09300000220537186,6.699999809265137,0,0,
4.168,0,0,0,0,0,7.849999761333493e-9,1.2060296535491943,1.485208511352539,0.3166159987449646,-0.17302557826042175,5.928517818450928,0,0.11999999731779099,3,0,0,-5.740377902984619,1.5339808464050293,1.4757664203643799,1.2078707218170166,5.928517818450928,0,0,0,0.09300000220537186,6.699999809265137,0,0,
